SPGTable,,,,,,,,,,,,,
Entity Name,Entity ID,Exchange,SP_SECTOR,Market Capitalization ($M),CIQ EPS Est - # of Est (actual),EPS_FY+1_Current,EPS_FY+1_1M_ago,EPS_FY+1_3M_ago,EPS_MEDIAN_EST,EPS_HIGH_EST,EPS_LOW_EST,EPS_SURPRISE,AS_OF
SP_ENTITY_NAME,SP_ENTITY_ID,SP_EXCHANGE,,SP_MARKETCAP,SP_EPS_NUM_EST,,,,,,,,
,,,,Current,FY+1,,,,,,,,
Edwards Lifesciences Corporation (NYSE:EW),4812781,NYSE,Health Care,"47,416.51",30,2.96,2.59,2.58,2.96,3.02,2.86,-1.16,06/03/2026
Elanco Animal Health Incorporated (NYSE:ELAN),10971298,NYSE,Health Care,"11,613.85",15,1.04,0.94,0.94,1.03,1.11,1.00,0.00,06/03/2026
Elastic N.V. (NYSE:ESTC),5249851,NYSE,Information Technology,"5,561.11",26,2.53,2.45,2.45,2.53,2.58,2.42,4.62,06/03/2026
Electronic Arts Inc. (NASDAQGS:EA),4100183,NASDAQGS,Communication Services,"49,550.24",21,8.59,8.63,8.61,8.55,9.83,7.72,7.76,06/03/2026
Element Solutions Inc (NYSE:ESI),4594344,NYSE,Materials,"7,485.16",10,1.75,1.48,1.48,1.75,1.79,1.72,0.68,06/03/2026
"Elevance Health, Inc. (NYSE:ELV)",4072364,NYSE,Health Care,"63,924.90",22,26.05,26.07,29.99,25.66,28.02,25.50,1.07,06/03/2026
Eli Lilly and Company (NYSE:LLY),4059821,NYSE,Health Care,"884,718.65",27,34.66,34.17,23.69,34.45,38.02,33.50,2.50,06/03/2026
Ellington Financial Inc. (NYSE:EFC),4231646,NYSE,Financials,"1,499.53",7,1.81,1.84,1.84,1.82,2.00,1.60,1.09,06/03/2026
"EMCOR Group, Inc. (NYSE:EME)",4279452,NYSE,Industrials,"31,430.64",9,28.26,25.38,25.36,28.12,29.55,27.41,1.93,06/03/2026
Emerson Electric Co. (NYSE:EMR),4136907,NYSE,Industrials,"77,758.32",27,6.52,6.52,6.47,6.50,6.60,6.44,0.00,06/03/2026
Encompass Health Corporation (NYSE:EHC),4021543,NYSE,Health Care,"10,632.56",12,5.92,5.83,5.32,5.96,6.03,5.50,2.64,06/03/2026
"Encore Capital Group, Inc. (NASDAQGS:ECPG)",4049160,NASDAQGS,Financials,"1,513.28",3,12.07,9.81,9.87,12.00,12.22,11.99,11.21,06/03/2026
"Energizer Holdings, Inc. (NYSE:ENR)",4068243,NYSE,Consumer Staples,"1,322.13",6,3.32,3.39,3.38,3.31,3.50,3.15,-1.68,06/03/2026
Energy Transfer LP (NYSE:ET),4111501,NYSE,Energy,"64,471.50",8,1.51,1.33,1.33,1.54,1.57,1.38,-9.70,06/03/2026
Enerpac Tool Group Corp. (NYSE:EPAC),4096220,NYSE,Industrials,"1,944.28",4,1.92,1.92,1.92,1.91,1.95,1.90,0.56,06/03/2026
EnerSys (NYSE:ENS),4295769,NYSE,Industrials,"5,717.12",4,10.33,10.33,10.23,10.34,10.38,10.26,1.60,06/03/2026
"Enliven Therapeutics, Inc. (NASDAQGS:ELVN)",26484129,NASDAQGS,Health Care,"1,760.52",5,-2.05,-1.72,-1.72,-1.97,-1.85,-2.48,-5.78,06/03/2026
"Enova International, Inc. (NYSE:ENVA)",4303236,NYSE,Financials,"3,440.92",6,15.83,15.73,12.74,15.81,15.99,15.65,1.81,06/03/2026
Enovis Corporation (NYSE:ENOV),4991835,NYSE,Health Care,"1,403.08",11,3.58,3.20,3.19,3.61,3.68,3.41,3.13,06/03/2026
Enovix Corporation (NASDAQGS:ENVX),6401871,NASDAQGS,Industrials,"1,027.17",8,-0.77,-0.86,-0.86,-0.81,-0.58,-0.87,12.79,06/03/2026
"Enphase Energy, Inc. (NASDAQGM:ENPH)",4990825,NASDAQGM,Information Technology,"5,274.11",26,2.21,2.23,2.78,2.09,3.39,1.75,6.86,06/03/2026
Enpro Inc. (NYSE:NPO),4121899,NYSE,Industrials,"5,240.82",3,8.92,7.84,7.64,8.93,9.00,8.83,0.89,06/03/2026
"Entegris, Inc. (NASDAQGS:ENTG)",4192968,NASDAQGS,Information Technology,"17,079.64",12,3.41,2.72,2.72,3.40,3.74,3.15,1.10,06/03/2026
Entergy Corporation (NYSE:ETR),4007889,NYSE,Utilities,"47,428.04",24,4.40,3.91,3.91,4.40,4.64,4.34,0.00,06/03/2026
Enterprise Financial Services Corp (NASDAQGS:EFSC),1024631,NASDAQGS,Financials,"2,009.05",4,5.53,5.53,5.24,5.50,5.67,5.45,0.00,06/03/2026
Enterprise Products Partners L.P. (NYSE:EPD),4059899,NYSE,Energy,"81,217.35",5,2.76,2.76,2.64,2.76,2.82,2.70,1.52,06/03/2026
Envista Holdings Corporation (NYSE:NVST),16950714,NYSE,Health Care,"4,401.69",15,1.41,1.38,1.14,1.41,1.44,1.36,4.39,06/03/2026
"EOG Resources, Inc. (NYSE:EOG)",4075407,NYSE,Energy,"70,500.35",26,9.50,10.10,10.23,9.61,11.37,7.95,0.59,06/03/2026
"EPAM Systems, Inc. (NYSE:EPAM)",4309704,NYSE,Information Technology,"7,897.40",19,12.76,11.42,11.44,12.75,12.85,12.66,0.70,06/03/2026
EPR Properties (NYSE:EPR),113645,NYSE,Real Estate,"4,396.84",6,2.99,3.10,3.12,3.00,3.05,2.91,5.81,06/03/2026
EQT Corporation (NYSE:EQT),4004341,NYSE,Energy,"38,716.83",21,4.65,2.91,2.87,4.67,5.96,3.75,4.81,06/03/2026
Equifax Inc. (NYSE:EFX),4040823,NYSE,Industrials,"24,995.71",23,8.65,8.73,7.61,8.54,9.70,8.46,0.39,06/03/2026
"Equinix, Inc. (NASDAQGS:EQIX)",4570011,NASDAQGS,Real Estate,"92,055.04",22,16.12,14.77,14.81,16.34,17.48,13.18,-6.84,06/03/2026
EquipmentShare.com Inc. (NASDAQGS:EQPT),5294506,NASDAQGS,Industrials,"6,990.69",5,-0.10,NA,NA,-0.07,0.04,-0.38,NA,06/03/2026
"Equitable Holdings, Inc. (NYSE:EQH)",9170810,NYSE,Financials,"11,006.46",12,7.51,7.58,5.66,7.54,7.72,7.33,0.18,06/03/2026
"Equity LifeStyle Properties, Inc. (NYSE:ELS)",103066,NYSE,Real Estate,"13,057.14",8,2.02,2.02,1.94,2.02,2.08,1.97,3.08,06/03/2026
Equity Residential (NYSE:EQR),103054,NYSE,Real Estate,"23,679.75",9,1.39,1.40,2.29,1.38,1.53,1.28,27.83,06/03/2026
"Erasca, Inc. (NASDAQGS:ERAS)",13523409,NASDAQGS,Health Care,"4,789.31",9,-0.31,-0.31,-0.27,-0.44,0.76,-0.46,20.00,06/03/2026
Ermenegildo Zegna N.V. (NYSE:ZGN),4206927,NYSE,Consumer Discretionary,"2,660.32",10,0.43,0.42,0.42,0.43,0.49,0.36,0.00,06/03/2026
ESAB Corporation (NYSE:ESAB),105839130,NYSE,Industrials,"6,545.95",9,5.82,5.27,5.29,5.81,5.87,5.75,0.00,06/03/2026
Essent Group Ltd. (NYSE:ESNT),4243335,NYSE,Financials,"5,588.43",7,7.22,7.03,7.01,7.27,7.40,6.74,-1.85,06/03/2026
"Essential Properties Realty Trust, Inc. (NYSE:EPRT)",10701281,NYSE,Real Estate,"7,207.27",6,1.33,1.27,1.27,1.34,1.35,1.29,0.79,06/03/2026
"Essex Property Trust, Inc. (NYSE:ESS)",103163,NYSE,Real Estate,"16,449.64",9,5.78,5.79,10.08,5.71,6.10,5.47,0.87,06/03/2026
eToro Group Ltd. (NASDAQGS:ETOR),4849334,NASDAQGS,Financials,"2,636.33",12,2.64,2.34,2.41,2.62,3.00,2.13,-2.99,06/03/2026
"Etsy, Inc. (NYSE:ETSY)",4247877,NYSE,Consumer Discretionary,"5,428.34",9,5.42,4.23,4.23,5.50,5.98,4.75,-17.84,06/03/2026
"Euronet Worldwide, Inc. (NASDAQGS:EEFT)",4090259,NASDAQGS,Financials,"2,884.12",9,10.86,9.74,9.77,10.85,11.08,10.55,-1.33,06/03/2026
EverCommerce Inc. (NASDAQGS:EVCM),20309326,NASDAQGS,Information Technology,"2,199.04",7,0.59,0.59,0.59,0.54,0.78,0.38,-51.92,06/03/2026
Evercore Inc. (NYSE:EVR),4065540,NYSE,Financials,"11,446.77",10,18.52,18.77,13.56,18.50,20.40,16.35,8.41,06/03/2026
"Everest Group, Ltd. (NYSE:EG)",4050636,NYSE,Financials,"13,494.75",13,54.26,54.74,44.61,54.90,59.41,50.14,-0.87,06/03/2026
"Evergy, Inc. (NASDAQGS:EVRG)",8603803,NASDAQGS,Utilities,"19,196.27",12,4.26,3.96,3.99,4.26,4.31,4.19,-3.04,06/03/2026
Everpure (NYSE:PSTG),4972136,NYSE,Information Technology,"20,107.45",20,2.31,1.94,1.94,2.33,2.54,2.05,2.58,06/03/2026
Eversource Energy (NYSE:ES),4057052,NYSE,Utilities,"27,951.97",13,4.89,4.75,4.75,4.88,4.97,4.81,0.42,06/03/2026
"EVERTEC, Inc. (NYSE:EVTC)",4376382,NYSE,Financials,"1,762.59",6,3.91,3.58,3.58,3.92,3.93,3.89,0.84,06/03/2026
"Everus Construction Group, Inc. (NYSE:ECG)",4167648,NYSE,Industrials,"5,623.49",6,4.17,3.64,3.61,4.17,4.25,4.07,8.52,06/03/2026
"Exelixis, Inc. (NASDAQGS:EXEL)",4170804,NASDAQGS,Health Care,"10,789.60",17,3.06,2.64,2.55,3.07,3.38,2.57,5.30,06/03/2026
Exelon Corporation (NASDAQGS:EXC),4057056,NASDAQGS,Utilities,"50,489.98",19,2.85,2.70,2.70,2.85,2.88,2.80,2.59,06/03/2026
"ExlService Holdings, Inc. (NASDAQGS:EXLS)",4065525,NASDAQGS,Industrials,"5,084.03",9,2.18,1.92,1.92,2.18,2.20,2.16,1.56,06/03/2026
Expand Energy Corporation (NASDAQGS:EXE),4010492,NASDAQGS,Energy,"25,684.15",21,8.82,5.96,5.73,8.72,11.72,6.67,2.35,06/03/2026
"Expedia Group, Inc. (NASDAQGS:EXPE)",4122573,NASDAQGS,Consumer Discretionary,"30,587.15",25,19.30,15.30,15.22,19.36,21.66,16.96,3.39,06/03/2026
"Expeditors International of Washington, Inc. (NYSE:EXPD)",4077460,NYSE,Industrials,"19,606.35",15,6.00,5.90,5.88,5.99,6.35,5.56,0.85,06/03/2026
"Exponent, Inc. (NASDAQGS:EXPO)",4611141,NASDAQGS,Industrials,"3,541.39",4,2.45,2.51,2.06,2.46,2.65,2.24,0.49,06/03/2026
Extra Space Storage Inc. (NYSE:EXR),4092889,NYSE,Real Estate,"30,957.01",5,4.75,4.51,4.60,4.86,4.94,4.50,1.77,06/03/2026
"Extreme Networks, Inc. (NASDAQGS:EXTR)",4433078,NASDAQGS,Information Technology,"1,877.09",8,1.00,1.00,1.01,1.00,1.01,0.98,3.70,06/03/2026
Exxon Mobil Corporation (NYSE:XOM),3007562,NYSE,Energy,"630,056.30",24,6.94,6.95,6.97,6.79,9.20,5.83,0.58,06/03/2026
"Exzeo Group, Inc. (NYSE:XZO)",26518656,NYSE,Information Technology,"1,404.61",3,0.97,0.89,0.81,1.00,1.01,0.89,7.61,06/03/2026
"EyePoint, Inc. (NASDAQGM:EYPT)",4811018,NASDAQGM,Health Care,"1,314.05",9,-3.06,-3.01,-3.01,-2.99,-2.57,-3.64,-5.32,06/03/2026
"EZCORP, Inc. (NASDAQGS:EZPW)",102856,NASDAQGS,Financials,"1,562.79",4,1.84,1.84,1.49,1.82,1.91,1.80,2.88,06/03/2026
F.N.B. Corporation (NYSE:FNB),100237,NYSE,Financials,"5,854.03",8,1.72,1.72,1.50,1.72,1.75,1.69,6.00,06/03/2026
"F5, Inc. (NASDAQGS:FFIV)",4135450,NASDAQGS,Information Technology,"16,176.95",12,15.95,15.95,15.03,15.87,16.58,15.83,2.86,06/03/2026
Fabrinet (NYSE:FN),4967574,NYSE,Information Technology,"17,532.59",8,13.58,13.58,13.28,13.59,13.65,13.50,0.49,06/03/2026
FactSet Research Systems Inc. (NYSE:FDS),4047873,NYSE,Financials,"8,379.61",19,17.46,17.49,17.32,17.45,18.25,16.96,-0.53,06/03/2026
Fair Isaac Corporation (NYSE:FICO),108391,NYSE,Information Technology,"35,013.87",20,41.85,41.20,40.95,41.54,46.70,38.17,1.12,06/03/2026
Fastenal Company (NASDAQGS:FAST),4101711,NASDAQGS,Industrials,"53,351.34",19,1.22,1.22,1.10,1.22,1.27,1.15,-0.91,06/03/2026
"Fastly, Inc. (NASDAQGS:FSLY)",5231027,NASDAQGS,Information Technology,"3,057.25",9,0.28,0.06,0.05,0.28,0.29,0.27,116.67,06/03/2026
FB Financial Corporation (NYSE:FBK),1019856,NYSE,Financials,"2,664.48",7,4.76,4.74,3.86,4.75,4.90,4.60,3.10,06/03/2026
Federal Agricultural Mortgage Corporation (NYSE:AGM),102893,NYSE,Financials,"1,719.91",3,18.86,17.58,17.66,18.86,19.90,17.83,-5.23,06/03/2026
Federal Realty Investment Trust (NYSE:FRT),102950,NYSE,Real Estate,"9,278.99",5,3.03,3.96,3.97,2.98,3.22,2.88,19.95,06/03/2026
Federal Signal Corporation (NYSE:FSS),4210001,NYSE,Industrials,"6,622.80",7,4.71,4.15,4.13,4.70,4.84,4.65,1.93,06/03/2026
"Federated Hermes, Inc. (NYSE:FHI)",110641,NYSE,Financials,"4,049.46",5,5.28,5.14,4.82,5.17,5.67,5.10,1.63,06/03/2026
FedEx Corporation (NYSE:FDX),4379438,NYSE,Industrials,"84,432.60",30,18.62,18.51,18.12,18.63,19.11,18.15,1.22,06/03/2026
Ferguson Enterprises Inc. (NYSE:FERG),4187120,NYSE,Industrials,"44,782.30",22,11.13,10.49,10.28,11.13,11.52,10.76,0.86,06/03/2026
Fidelis Insurance Holdings Limited (NYSE:FIHL),4599461,NYSE,Financials,"1,610.26",9,3.46,1.96,1.83,3.43,3.75,3.20,-2.04,06/03/2026
"Fidelity National Financial, Inc. (NYSE:FNF)",4107778,NYSE,Financials,"13,578.57",5,5.97,5.18,5.20,5.90,6.29,5.54,-4.05,06/03/2026
"Fidelity National Information Services, Inc. (NYSE:FIS)",4093074,NYSE,Financials,"26,486.65",22,6.27,5.77,5.77,6.27,6.33,6.23,-0.35,06/03/2026
Fifth Third Bancorp (NASDAQGS:FITB),100260,NASDAQGS,Financials,"42,664.16",16,4.11,3.98,3.55,4.06,4.40,3.97,2.25,06/03/2026
"Figma, Inc. (NYSE:FIG)",5261880,NYSE,Information Technology,"15,187.16",9,0.23,0.39,0.36,0.22,0.26,0.21,-23.08,06/03/2026
"FIGS, Inc. (NYSE:FIGS)",7633603,NYSE,Consumer Discretionary,"2,731.91",7,0.25,0.11,0.11,0.26,0.26,0.24,72.73,06/03/2026
FinVolution Group (NYSE:FINV),8884505,NYSE,Financials,"1,307.87",5,1.45,1.46,1.46,1.46,1.50,1.39,-0.31,06/03/2026
First Advantage Corporation (NASDAQGS:FA),4088671,NASDAQGS,Industrials,"2,102.29",10,1.20,1.00,0.99,1.20,1.22,1.16,4.00,06/03/2026
First American Financial Corporation (NYSE:FAF),103412,NYSE,Financials,"6,888.44",5,6.48,5.50,5.49,6.48,6.74,6.30,10.00,06/03/2026
First Bancorp (NASDAQGS:FBNC),100240,NASDAQGS,Financials,"2,319.82",4,4.59,4.59,3.80,4.59,4.64,4.55,5.53,06/03/2026
First BanCorp. (NYSE:FBP),4041406,NYSE,Financials,"3,213.28",7,2.16,2.16,2.00,2.15,2.25,2.06,1.00,06/03/2026
First Busey Corporation (NASDAQGS:BUSE),100703,NASDAQGS,Financials,"2,165.17",7,2.56,2.55,2.46,2.55,2.65,2.47,2.85,06/03/2026
"First Citizens BancShares, Inc. (NASDAQGS:FCNC.A)",100247,NASDAQGS,Financials,"22,274.12",12,175.52,177.42,170.03,174.08,187.34,163.35,5.13,06/03/2026
First Commonwealth Financial Corporation (NYSE:FCF),100503,NYSE,Financials,"1,752.15",6,1.76,1.77,1.51,1.76,1.80,1.74,1.32,06/03/2026
First Financial Bancorp. (NASDAQGS:FFBC),100255,NASDAQGS,Financials,"2,693.01",7,3.13,3.13,2.92,3.15,3.18,3.05,0.69,06/03/2026
"First Financial Bankshares, Inc. (NASDAQGS:FFIN)",100572,NASDAQGS,Financials,"4,280.15",5,1.98,1.99,1.74,1.97,2.03,1.95,1.72,06/03/2026
"First Hawaiian, Inc. (NASDAQGS:FHB)",100259,NASDAQGS,Financials,"3,003.43",9,2.23,2.23,2.15,2.22,2.28,2.17,1.85,06/03/2026
First Horizon Corporation (NYSE:FHN),100292,NYSE,Financials,"11,021.53",15,2.13,2.13,1.83,2.10,2.20,2.08,2.72,06/03/2026
"First Industrial Realty Trust, Inc. (NYSE:FR)",103177,NYSE,Real Estate,"7,931.58",6,1.69,1.76,1.68,1.72,1.91,1.48,11.31,06/03/2026
"First Interstate BancSystem, Inc. (NASDAQGS:FIBK)",1019278,NASDAQGS,Financials,"3,457.23",7,2.63,2.62,2.55,2.66,2.80,2.46,15.75,06/03/2026
First Merchants Corporation (NASDAQGS:FRME),100283,NASDAQGS,Financials,"2,380.40",6,4.20,4.21,3.87,4.19,4.30,4.14,0.52,06/03/2026
"First Solar, Inc. (NASDAQGS:FSLR)",4211343,NASDAQGS,Information Technology,"20,304.31",22,17.91,14.68,14.67,17.58,22.14,14.99,-3.20,06/03/2026
"FirstCash Holdings, Inc. (NASDAQGS:FCFS)",102876,NASDAQGS,Financials,"8,370.73",6,10.47,10.47,8.67,10.44,10.71,10.20,1.15,06/03/2026
FirstEnergy Corp. (NYSE:FE),4056944,NYSE,Utilities,"29,382.11",15,2.73,2.54,2.54,2.73,2.76,2.69,0.39,06/03/2026
FirstSun Capital Bancorp (NASDAQGS:FSUN),1017718,NASDAQGS,Financials,"1,022.91",4,4.03,4.03,3.43,4.00,4.15,3.95,3.79,06/03/2026
"Fiserv, Inc. (NASDAQGS:FISV)",113881,NASDAQGS,Financials,"33,739.11",35,8.17,8.56,8.60,8.15,8.62,7.89,0.93,06/03/2026
"Five Below, Inc. (NASDAQGS:FIVE)",4276792,NASDAQGS,Consumer Discretionary,"11,874.22",24,6.31,6.35,5.89,6.35,6.62,5.97,2.23,06/03/2026
"Five9, Inc. (NASDAQGM:FIVN)",4433547,NASDAQGM,Information Technology,"1,383.81",22,3.19,2.94,2.93,3.18,3.31,3.16,0.68,06/03/2026
"Flagstar Bank, National Association (NYSE:FLG)",1024119,NYSE,Financials,"5,241.51",15,0.55,0.55,-0.40,0.57,0.71,0.36,11.90,06/03/2026
FLEX LNG Ltd. (NYSE:FLNG),4979947,NYSE,Energy,"1,635.21",5,1.57,1.95,1.94,1.59,1.81,1.40,-4.10,06/03/2026
Flex Ltd. (NASDAQGS:FLEX),4122208,NASDAQGS,Information Technology,"22,027.34",8,3.25,3.25,3.16,3.24,3.30,3.23,1.53,06/03/2026
"Floor & Decor Holdings, Inc. (NYSE:FND)",5282621,NYSE,Consumer Discretionary,"6,484.38",24,2.07,1.91,1.90,2.08,2.18,1.96,0.52,06/03/2026
"Flowers Foods, Inc. (NYSE:FLO)",4315858,NYSE,Consumer Staples,"1,925.14",6,0.84,1.03,1.03,0.84,0.88,0.81,5.83,06/03/2026
Flowserve Corporation (NYSE:FLS),4992894,NYSE,Industrials,"9,701.05",11,4.14,4.04,3.48,4.15,4.21,4.05,5.20,06/03/2026
"Fluence Energy, Inc. (NASDAQGS:FLNC)",100365658,NASDAQGS,Industrials,"1,957.41",7,-0.10,-0.09,-0.06,-0.13,0.05,-0.16,31.58,06/03/2026
Fluor Corporation (NYSE:FLR),4089622,NYSE,Industrials,"6,607.14",9,2.74,2.20,2.21,2.75,2.90,2.51,-0.45,06/03/2026
Flutter Entertainment plc (NYSE:FLUT),4988646,NYSE,Consumer Discretionary,"19,679.96",19,7.21,7.69,7.66,6.78,9.90,2.07,3.66,06/03/2026
Flywire Corporation (NASDAQGS:FLYW),28160140,NASDAQGS,Financials,"1,609.59",7,0.95,0.74,0.77,0.92,1.09,0.86,-36.49,06/03/2026
FMC Corporation (NYSE:FMC),4060057,NYSE,Materials,"1,754.07",16,1.72,1.75,3.00,1.70,1.96,1.55,-0.67,06/03/2026
Ford Motor Company (NYSE:F),113873,NYSE,Consumer Discretionary,"48,472.12",22,1.53,1.13,1.04,1.54,1.65,1.30,-3.54,06/03/2026
Forestar Group Inc. (NYSE:FOR),4359623,NYSE,Real Estate,"1,321.16",3,3.03,3.03,3.03,3.02,3.06,3.00,15.79,06/03/2026
"FormFactor, Inc. (NASDAQGS:FORM)",4963369,NASDAQGS,Information Technology,"6,623.80",9,1.85,1.85,1.18,1.94,2.01,1.55,10.17,06/03/2026
Formula One Group (NASDAQGS:FWON.K),4996388,NASDAQGS,Communication Services,"20,824.53",7,1.65,2.21,2.23,1.63,1.91,1.41,-2.25,06/03/2026
"Fortinet, Inc. (NASDAQGS:FTNT)",4868602,NASDAQGS,Information Technology,"61,909.41",42,2.98,2.98,2.69,2.97,3.13,2.91,2.60,06/03/2026
Fortive Corporation (NYSE:FTV),4992262,NYSE,Industrials,"17,668.04",17,2.96,2.96,2.64,2.95,3.03,2.90,2.26,06/03/2026
"Fortune Brands Innovations, Inc. (NYSE:FBIN)",4397057,NYSE,Industrials,"5,481.07",17,3.50,3.74,3.75,3.50,3.68,3.30,-3.48,06/03/2026
Fox Corporation (NASDAQGS:FOXA),13518181,NASDAQGS,Communication Services,"24,201.06",17,4.63,4.62,4.47,4.66,4.86,4.32,6.22,06/03/2026
"Franklin Electric Co., Inc. (NASDAQGS:FELE)",4991786,NASDAQGS,Industrials,"4,231.91",4,4.55,4.16,4.16,4.56,4.57,4.50,-0.48,06/03/2026
"Franklin Resources, Inc. (NYSE:BEN)",102719,NYSE,Financials,"13,664.83",11,2.63,2.64,2.52,2.64,2.71,2.47,4.72,06/03/2026
Freeport-McMoRan Inc. (NYSE:FCX),4004107,NYSE,Materials,"85,312.29",16,2.99,2.69,1.51,2.94,4.92,1.70,12.74,06/03/2026
"Freshpet, Inc. (NASDAQGM:FRPT)",4912739,NASDAQGM,Consumer Staples,"4,054.09",12,1.39,2.41,2.39,1.39,1.96,0.90,9.54,06/03/2026
Freshworks Inc. (NASDAQGS:FRSH),5230232,NASDAQGS,Information Technology,"2,452.09",16,0.58,0.63,0.63,0.56,0.65,0.55,4.76,06/03/2026
"Frontdoor, Inc. (NASDAQGS:FTDR)",10993244,NASDAQGS,Consumer Discretionary,"4,702.43",5,4.48,4.00,4.00,4.49,4.74,4.21,2.25,06/03/2026
"Frontier Group Holdings, Inc. (NASDAQGS:ULCC)",6617593,NASDAQGS,Industrials,831.19,11,-0.03,-0.71,-0.73,-0.09,0.40,-0.57,15.49,06/03/2026
Frontline plc (NYSE:FRO),4157503,NYSE,Energy,"7,693.85",3,3.62,1.83,1.84,3.57,3.90,3.40,-3.28,06/03/2026
FS KKR Capital Corp. (NYSE:FSK),4200332,NYSE,Financials,"2,993.91",10,1.71,2.37,2.37,1.70,1.80,1.62,-1.27,06/03/2026
FTAI Aviation Ltd. (NASDAQGS:FTAI),4424169,NASDAQGS,Industrials,"26,704.95",5,7.24,4.71,4.70,7.50,7.70,6.65,-2.34,06/03/2026
"FTI Consulting, Inc. (NYSE:FCN)",4051537,NYSE,Industrials,"5,053.63",3,9.28,8.51,8.51,9.23,9.42,9.19,3.76,06/03/2026
Full Truck Alliance Co. Ltd. (NYSE:YMM),10563394,NYSE,Industrials,"9,381.67",12,0.63,0.63,0.63,0.63,0.65,0.62,0.53,06/03/2026
Fulton Financial Corporation (NASDAQGS:FULT),100294,NASDAQGS,Financials,"3,636.21",4,2.12,2.17,2.07,2.12,2.20,2.04,3.85,06/03/2026
Futu Holdings Limited (NASDAQGM:FUTU),13572597,NASDAQGM,Financials,"19,973.58",10,10.09,10.09,10.01,10.23,10.65,9.01,3.60,06/03/2026
"G-III Apparel Group, Ltd. (NASDAQGS:GIII)",4431300,NASDAQGS,Consumer Discretionary,"1,242.05",4,2.90,2.89,2.70,2.89,2.95,2.87,6.25,06/03/2026
Galaxy Digital Inc. (NASDAQGS:GLXY),4812044,NASDAQGS,Financials,"3,960.97",7,-0.29,-0.28,0.65,-0.32,0.04,-0.47,-15.09,06/03/2026
"Gaming and Leisure Properties, Inc. (NASDAQGS:GLPI)",4389214,NASDAQGS,Real Estate,"13,852.38",6,3.11,2.79,2.79,3.13,3.21,3.02,5.73,06/03/2026
Garmin Ltd. (NYSE:GRMN),4156047,NYSE,Consumer Discretionary,"46,865.23",7,9.38,8.18,8.19,9.35,9.50,9.35,4.65,06/03/2026
Garrett Motion Inc. (NASDAQGS:GTX),10875661,NASDAQGS,Consumer Discretionary,"3,506.87",3,1.77,1.49,1.49,1.75,1.90,1.66,2.01,06/03/2026
"Gartner, Inc. (NYSE:IT)",4094069,NYSE,Information Technology,"11,906.10",15,13.17,13.17,12.79,13.11,14.79,12.32,2.97,06/03/2026
Gates Industrial Corporation plc (NYSE:GTES),4337066,NYSE,Industrials,"6,087.46",12,1.61,1.50,1.50,1.60,1.67,1.57,1.33,06/03/2026
GATX Corporation (NYSE:GATX),103697,NYSE,Industrials,"6,350.24",3,9.99,8.75,8.75,10.00,10.00,9.98,0.00,06/03/2026
GE HealthCare Technologies Inc. (NASDAQGS:GEHC),108009705,NASDAQGS,Health Care,"33,848.54",21,5.06,5.03,4.55,5.07,5.14,4.86,0.88,06/03/2026
GE Vernova Inc. (NYSE:GEV),108612670,NYSE,Industrials,"212,720.74",17,14.19,14.00,6.97,14.27,16.16,12.74,137.46,06/03/2026
Gen Digital Inc. (NASDAQGS:GEN),4048156,NASDAQGS,Information Technology,"13,694.06",12,2.55,2.55,2.54,2.55,2.56,2.52,0.45,06/03/2026
Genco Shipping & Trading Limited (NYSE:GNK),4994888,NYSE,Industrials,961.66,5,1.54,-0.06,0.11,1.14,3.24,0.44,33.33,06/03/2026
GeneDx Holdings Corp. (NASDAQGS:WGS),14782012,NASDAQGS,Health Care,"2,580.63",7,0.84,1.39,1.38,0.75,1.46,0.40,0.72,06/03/2026
Generac Holdings Inc. (NYSE:GNRC),4991196,NYSE,Industrials,"11,971.04",20,8.45,6.51,6.58,8.50,8.98,7.78,-2.61,06/03/2026
General Dynamics Corporation (NYSE:GD),4040505,NYSE,Industrials,"98,136.03",19,16.32,16.37,15.40,16.25,17.21,16.10,0.19,06/03/2026
General Electric Company (NYSE:GE),114527,NYSE,Industrials,"338,882.17",18,7.43,7.43,6.22,7.41,7.74,7.27,2.08,06/03/2026
"General Mills, Inc. (NYSE:GIS)",4096376,NYSE,Consumer Staples,"23,632.35",19,3.51,3.68,3.65,3.46,3.98,3.40,0.72,06/03/2026
General Motors Company (NYSE:GM),4272273,NYSE,Consumer Discretionary,"67,987.42",24,12.45,12.54,10.28,12.54,13.14,11.39,1.92,06/03/2026
Genius Sports Limited (NYSE:GENI),5306551,NYSE,Consumer Discretionary,"1,327.59",8,0.08,-0.33,-0.32,0.06,0.19,-0.02,-33.33,06/03/2026
Genpact Limited (NYSE:G),4167663,NYSE,Industrials,"7,083.32",12,4.02,4.00,3.62,4.02,4.05,3.98,0.83,06/03/2026
Gentex Corporation (NASDAQGS:GNTX),4095570,NASDAQGS,Consumer Discretionary,"4,756.08",7,1.94,1.95,1.78,1.95,2.02,1.89,1.12,06/03/2026
Gentherm Incorporated (NASDAQGS:THRM),4911079,NASDAQGS,Consumer Discretionary,899.00,7,2.60,2.34,2.40,2.58,2.83,2.46,-2.99,06/03/2026
Genuine Parts Company (NYSE:GPC),4004397,NYSE,Consumer Discretionary,"16,071.39",12,7.91,7.63,7.63,7.79,8.49,7.50,-3.53,06/03/2026
